time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z,mag_X,mag_Y,mag_Z,temperature,pressure,VOC,CO2,Humidity
2025/03/21-02:04:30,-1413,-335,4169,-479,-238,2946,449,-171,-243,25.25,996.91,0.48,500,41.74
2025/03/21-02:05:00,-1410,213,4552,229,-307,2562,474,-90,-231,24.95,996.72,0.46,500,40.48
2025/03/21-02:05:30,-1320,1,4358,-432,178,-166,497,-113,-168,25.18,996.96,0.47,500,39.67
2025/03/21-02:06:00,164,49,4068,-50,-276,1748,354,-61,-15,24.75,996.97,0.45,500,41.22
2025/03/21-02:06:30,-99,-390,4452,259,295,1952,273,-74,-130,24.5,996.67,0.48,500,40.13
2025/03/21-02:07:00,-1850,-174,4418,170,247,-2650,200,-151,-53,25.43,996.74,0.47,500,41.28
2025/03/21-02:07:30,1413,441,4286,168,434,-1206,415,-138,-96,24.9,996.86,0.49,500,40.2
2025/03/21-02:08:00,433,196,4504,-456,-132,595,206,-243,-132,25.55,996.88,0.47,500,41.11
2025/03/21-02:08:30,191,224,4597,366,-299,-2521,293,-175,-18,24.76,996.91,0.47,500,40.22
2025/03/21-02:09:00,726,38,4150,262,242,-325,472,-97,-23,25.54,996.9,0.47,500,40.89
2025/03/21-02:09:30,499,103,3999,-64,213,-647,496,-132,-140,25.66,996.99,0.47,500,39.52
2025/03/21-02:10:00,74,343,4101,-298,275,-2777,318,-125,-89,24.51,996.87,0.47,500,41.64
2025/03/21-02:10:30,1235,382,3859,71,356,1363,203,-68,-70,24.71,996.86,0.45,500,39.73
2025/03/21-02:11:00,1303,127,4473,-438,-303,2132,427,-62,-36,24.93,996.57,0.49,500,40.37
2025/03/21-02:11:30,-1333,486,4409,-206,-134,-232,310,-221,-70,25.89,996.55,0.46,500,39.25
2025/03/21-02:12:00,-1129,-137,4447,-33,173,-2879,468,-191,-4,25.53,996.75,0.46,500,41.2
2025/03/21-02:12:30,1045,252,4183,-20,-388,-1833,347,-215,-62,25.42,996.92,0.47,500,40.29
2025/03/21-02:13:00,161,-344,4588,-472,-396,-277,454,-146,-186,24.59,996.85,0.48,500,40.15
2025/03/21-02:13:30,-1517,-332,3819,309,-211,-1423,439,-53,-195,24.83,996.68,0.47,500,41.72
2025/03/21-02:14:00,-1804,-284,4435,-333,418,-925,471,-24,-243,24.98,996.71,0.48,500,40.96
2025/03/21-02:14:30,-908,79,4483,312,455,1266,209,-128,-199,25.26,996.89,0.47,500,40.39
2025/03/21-02:15:00,1305,-57,4495,251,116,2168,425,-215,-19,24.73,996.76,0.46,500,41.22
2025/03/21-02:15:30,102,162,3881,328,-112,1951,344,-161,-115,25.3,996.51,0.5,500,40.75
2025/03/21-02:16:00,-1247,-193,4411,130,211,-1312,218,-159,-101,24.73,996.9,0.48,500,40.05
2025/03/21-02:16:30,-1320,-393,4476,-475,150,-2862,256,-76,-86,24.69,996.55,0.49,500,40.52
2025/03/21-02:17:00,1889,376,3855,133,281,-2364,219,-225,-89,24.57,996.57,0.47,500,41.36
2025/03/21-02:17:30,1458,49,4426,-98,-389,-1783,308,-240,-179,25.97,996.71,0.49,500,39.62
2025/03/21-02:18:00,0,-327,4506,278,226,1450,325,-67,-7,24.63,996.95,0.45,500,41.93
2025/03/21-02:18:30,1116,123,3951,-171,397,49,274,-105,-111,25.86,996.89,0.5,500,41.95
2025/03/21-02:19:00,69,386,4306,-340,474,1240,435,-76,-99,25.29,996.82,0.48,500,40.54
2025/03/21-02:19:30,1190,53,4267,-39,-156,1738,280,-121,-36,25.17,996.88,0.49,500,41.5
2025/03/21-02:20:00,1209,423,3977,328,166,2848,482,-247,-202,25.13,996.54,0.46,500,40.33
2025/03/21-02:20:30,-1453,-115,4263,-266,-184,-1478,326,-195,-237,24.83,996.59,0.48,500,40.67
2025/03/21-02:21:00,-893,-230,4129,-450,-147,-2461,220,-23,-63,25.46,996.58,0.46,500,39.64
2025/03/21-02:21:30,658,437,4004,-31,255,-2916,393,-209,-13,25.01,996.95,0.47,500,39.86
2025/03/21-02:22:00,-943,-25,3917,105,-50,-390,411,-15,-42,24.93,996.98,0.48,500,39.2
2025/03/21-02:22:30,1301,-164,4366,-395,88,-2940,412,-16,-128,25.46,996.64,0.46,500,41.11
2025/03/21-02:23:00,1754,-237,4146,-53,71,-429,491,-141,-10,25.21,996.52,0.45,500,39.76
2025/03/21-02:23:30,-584,-79,4285,109,-271,-518,307,-95,-163,24.74,996.77,0.45,500,39.42
2025/03/21-02:24:00,1685,-486,4187,-181,-318,-1564,386,-89,-14,25.42,996.9,0.5,500,41.57
2025/03/21-02:24:30,-658,-221,4256,-372,123,-2178,377,-172,-112,24.68,996.84,0.47,500,40.23
2025/03/21-02:25:00,-1360,258,3978,460,-263,1960,271,-197,-239,25.76,996.82,0.48,500,41.91
2025/03/21-02:25:30,1251,426,4319,-92,-33,-2368,369,-123,-204,25.65,996.67,0.47,500,39.19
2025/03/21-02:26:00,1755,-133,4280,287,-316,1463,270,-83,-22,25.64,996.57,0.46,500,39.91
2025/03/21-02:26:30,469,-433,4436,150,-491,-636,438,-132,-212,24.99,996.6,0.45,500,39.6
2025/03/21-02:27:00,-685,497,4328,151,82,-2082,493,-36,-156,25.77,996.69,0.47,500,41.35
2025/03/21-02:27:30,-1268,-310,4087,252,106,412,470,-193,-97,25.16,996.67,0.45,500,39.37
2025/03/21-02:28:00,1798,-419,4318,314,-496,1022,396,-158,-247,25.97,996.73,0.45,500,40.75
2025/03/21-02:28:30,-1362,338,3878,426,-229,-674,209,-114,-27,25.09,996.71,0.47,500,39.44
2025/03/21-02:29:00,-217,-325,4561,-86,471,1750,282,-157,-70,24.92,996.99,0.46,500,41.46
2025/03/21-02:29:30,1330,-298,3931,389,125,-162,442,-38,-184,24.9,996.51,0.48,500,40.54
2025/03/21-02:30:00,684,-262,4068,-185,484,115,329,-189,-230,24.87,996.71,0.49,500,41.23
2025/03/21-02:30:30,817,-356,3827,-370,-264,-2917,476,-121,-77,24.78,996.57,0.47,500,41.25
2025/03/21-02:31:00,542,48,4169,-30,-258,2270,440,-90,-103,24.54,996.7,0.45,500,39.46
2025/03/21-02:31:30,-157,-315,4066,-21,-387,-1698,295,-43,-230,25.57,996.55,0.49,500,39.69
2025/03/21-02:32:00,633,-20,4221,-129,-377,-2427,494,-215,-242,25.08,996.75,0.46,500,40.42
2025/03/21-02:32:30,-757,301,4251,148,142,-2804,294,-3,-16,25.24,996.72,0.48,500,41.79
2025/03/21-02:33:00,-273,236,4317,-368,-377,2307,495,-183,-231,25.92,996.84,0.49,500,40.44
2025/03/21-02:33:30,1432,-67,4083,-5,357,915,361,-39,-226,25.24,996.64,0.47,500,39.5
2025/03/21-02:34:00,-488,-500,4376,-253,474,805,349,-116,-103,24.8,996.72,0.47,500,39.08
2025/03/21-02:34:30,-1130,-351,4573,-101,-9,-80,381,-172,-14,25.93,996.87,0.47,500,39.88
2025/03/21-02:35:00,-540,-396,4037,-116,219,-1419,428,-66,-236,25.75,996.85,0.45,500,40.33
2025/03/21-02:35:30,-1868,-230,4444,134,214,965,454,-65,-57,25.14,996.73,0.48,500,41.89
2025/03/21-02:36:00,-212,88,3997,305,494,2751,401,-159,-188,24.72,996.94,0.45,500,39.14
2025/03/21-02:36:30,1353,135,3934,-276,-27,175,345,-185,-187,25.24,996.76,0.45,500,40.13
2025/03/21-02:37:00,915,474,3911,-416,491,-2782,320,-201,-139,24.84,996.82,0.49,500,40.97
2025/03/21-02:37:30,1339,-432,3970,-98,-394,671,365,-119,-167,25.59,996.68,0.48,500,41.3
2025/03/21-02:38:00,131,-188,4251,-461,153,2179,457,-145,-84,25.38,996.68,0.46,500,39.53
2025/03/21-02:38:30,-255,188,3880,-47,328,2114,370,-82,-193,25.03,996.84,0.47,500,39.5
2025/03/21-02:39:00,682,82,4164,-127,319,-43,262,-156,-6,24.78,996.75,0.48,500,40.16
2025/03/21-02:39:30,-1561,268,4415,194,-453,-2005,309,-36,-198,25.7,996.86,0.49,500,39.33
2025/03/21-02:40:00,1373,-50,4009,-320,-187,-2717,464,-174,-205,25.76,996.6,0.48,500,41.04
2025/03/21-02:40:30,1939,319,3979,119,386,666,476,-113,-2,25.53,996.77,0.49,500,40.03
2025/03/21-02:41:00,789,-145,4586,-331,-66,-182,465,-114,-8,25.75,996.69,0.5,500,41.67
2025/03/21-02:41:30,1722,-340,3873,288,-94,1757,479,-32,-156,25.24,996.9,0.48,500,39.87
2025/03/21-02:42:00,-1003,478,4515,370,220,-1383,408,-155,-106,25.54,996.98,0.48,500,41.72
2025/03/21-02:42:30,669,-48,4577,-407,-195,2081,292,-85,-4,25.76,996.79,0.5,500,41.42
2025/03/21-02:43:00,-390,-16,4433,474,57,1426,357,-181,-176,25.95,996.79,0.45,500,39.86
2025/03/21-02:43:30,1485,356,4508,304,208,-215,223,-210,-104,25.64,996.97,0.47,500,41.43
2025/03/21-02:44:00,1322,98,4086,424,46,-2798,272,-149,-83,25.48,996.84,0.49,500,40.64
2025/03/21-02:44:30,454,-490,4203,260,-495,-2382,346,-246,-53,25.8,996.53,0.47,500,40.13
2025/03/21-02:45:00,-689,444,4073,-51,-492,-424,405,-71,-211,24.61,996.99,0.49,500,39.5
2025/03/21-02:45:30,-818,-224,4126,251,-141,443,212,-170,-71,25.72,996.54,0.46,500,39.43
2025/03/21-02:46:00,1765,-484,4070,228,309,304,469,-226,-72,25.43,996.75,0.48,500,39.49
2025/03/21-02:46:30,-272,333,4496,-275,150,-2686,410,-171,-248,25.84,996.66,0.48,500,41.71
2025/03/21-02:47:00,635,386,4427,180,173,-2597,423,-183,-6,24.51,996.84,0.5,500,41.49
2025/03/21-02:47:30,596,-190,3852,99,219,-567,405,-2,-79,25.8,996.77,0.47,500,39.43
2025/03/21-02:48:00,-1457,-364,3922,251,-374,499,254,-108,-228,25.09,996.95,0.46,500,41.82
2025/03/21-02:48:30,352,-463,4557,-116,301,2008,458,-137,-201,25.78,996.52,0.49,500,40.93
2025/03/21-02:49:00,1423,-150,4306,204,-162,2627,286,-25,-197,25.98,996.97,0.47,500,40.52
2025/03/21-02:49:30,787,-199,4335,266,35,46,481,-176,-223,25.47,996.92,0.48,500,39.92
2025/03/21-02:50:00,784,11,4247,-44,-203,1752,240,-229,-223,25.49,996.89,0.5,500,40.84
2025/03/21-02:50:30,1516,370,4594,74,-451,-1535,419,-71,-197,24.52,996.57,0.46,500,41.83
2025/03/21-02:51:00,120,-343,4327,-314,156,-505,304,-13,-9,25.21,996.97,0.48,500,40.38
2025/03/21-02:51:30,1835,83,3968,-73,193,503,427,-34,-240,25.25,996.55,0.5,500,40.39
2025/03/21-02:52:00,-1880,-313,4189,6,-80,494,296,-162,-220,24.57,996.95,0.47,500,40.35
2025/03/21-02:52:30,-1357,467,4566,491,393,2572,438,-128,-90,25.29,996.6,0.48,500,40.27
2025/03/21-02:53:00,-1280,401,4358,106,-332,-2351,228,-136,-240,25.37,996.78,0.47,500,41.68
2025/03/21-02:53:30,171,-178,4421,81,449,-2742,454,-60,-213,24.85,996.64,0.46,500,41.61
2025/03/21-02:54:00,-1666,370,4254,-427,-490,655,246,-158,-152,25.17,996.7,0.48,500,40.89
2025/03/21-02:54:30,-633,-211,4224,238,176,2716,245,-10,-241,25.95,996.51,0.5,500,39.1
2025/03/21-02:55:00,-1361,491,3893,254,307,-1816,223,-189,-122,25.63,996.86,0.46,500,40.72
2025/03/21-02:55:30,-654,62,4448,122,472,-110,425,-140,-18,25.58,996.62,0.49,500,40.42
2025/03/21-02:56:00,-1012,241,4524,-403,-312,2984,320,-184,-130,25.78,996.81,0.48,500,40.25
2025/03/21-02:56:30,610,-152,4115,454,394,-1024,328,-242,-108,25.74,996.98,0.48,500,40.67
2025/03/21-02:57:00,1774,-395,4066,-150,425,-2869,424,-89,-218,25.96,996.76,0.49,500,41.23
2025/03/21-02:57:30,1633,175,4278,-118,-455,458,392,-238,-139,24.81,996.57,0.45,500,39.79
2025/03/21-02:58:00,7,104,4211,-25,-30,2036,211,-213,-85,25.28,996.84,0.46,500,40.97
2025/03/21-02:58:30,-200,144,4199,-208,-281,2085,261,-7,-71,25.38,996.61,0.46,500,41.96
2025/03/21-02:59:00,-160,-396,4045,-221,-463,2090,222,-150,-64,25.77,996.64,0.49,500,40.28
2025/03/21-02:59:30,1481,-485,4414,-495,43,2274,368,-20,-152,24.64,996.53,0.47,500,41.61
2025/03/21-03:00:00,1858,-102,4224,261,374,2760,264,-142,-189,24.8,996.93,0.46,500,41.91
2025/03/21-03:00:30,640,-118,4375,-368,-147,708,328,-20,-198,25.32,996.7,0.47,500,40.74
2025/03/21-03:01:00,1837,240,4138,122,370,-421,333,-206,-198,25.97,996.62,0.47,500,41.15
2025/03/21-03:01:30,1857,43,3960,-350,194,2209,375,-206,-154,24.83,996.86,0.49,500,41.38
2025/03/21-03:02:00,-1720,-246,4315,360,-133,-1543,483,-80,-211,25.96,996.54,0.48,500,39.44
2025/03/21-03:02:30,117,0,4555,408,78,-637,322,-88,-51,25.43,996.67,0.49,500,41.51
2025/03/21-03:03:00,-937,404,4055,164,288,2460,346,-112,-93,25.33,996.95,0.49,500,39.96
2025/03/21-03:03:30,-721,484,4275,-137,298,-1723,303,-80,-85,25.1,996.53,0.45,500,39.32
2025/03/21-03:04:00,-984,461,3920,-258,49,1554,419,-55,-99,24.73,996.86,0.48,500,40.67
2025/03/21-03:04:30,536,-153,4072,251,-132,2179,442,-217,-94,24.79,996.74,0.47,500,40.61
2025/03/21-03:05:00,-866,207,4597,-388,212,-1868,448,-229,-228,24.56,996.7,0.47,500,39.01
2025/03/21-03:05:30,-760,363,3941,-58,-54,-466,202,-14,-91,25.13,996.82,0.48,500,39.5
2025/03/21-03:06:00,1764,169,4553,416,422,602,206,-52,-121,25.55,996.64,0.48,500,39.17
2025/03/21-03:06:30,-1971,-362,3909,219,117,-787,202,-5,-55,24.93,996.61,0.47,500,40.3
2025/03/21-03:07:00,429,-418,4135,-484,-351,-100,358,-124,-39,25.05,996.85,0.46,500,39.45
2025/03/21-03:07:30,273,-94,4536,-71,89,968,267,-142,-157,24.93,996.99,0.47,500,41.91
2025/03/21-03:08:00,1607,-137,4483,-98,213,1033,426,-224,-115,25.32,996.85,0.46,500,40.22
2025/03/21-03:08:30,-1930,-457,4286,-15,342,1624,434,-53,-17,24.93,996.98,0.5,500,41.25
2025/03/21-03:09:00,-153,237,4209,275,-11,-83,311,-234,-30,25.21,996.73,0.46,500,40.39
2025/03/21-03:09:30,-1501,-379,4555,88,-297,-2331,330,-60,-161,25.05,996.51,0.45,500,41.58
2025/03/21-03:10:00,-41,262,4015,441,-292,377,378,-126,-36,25.23,996.61,0.47,500,41.83
2025/03/21-03:10:30,-855,-404,4406,387,-200,2349,418,-63,-91,25.94,996.91,0.49,500,40.17
2025/03/21-03:11:00,1541,-445,4116,-406,87,-1017,293,-32,-187,25.19,996.98,0.5,500,40.32
2025/03/21-03:11:30,-1543,-209,4159,-129,224,-85,411,-166,-109,24.82,996.54,0.49,500,39.74
2025/03/21-03:12:00,1035,135,4201,-64,4,1169,211,-209,-7,24.85,996.77,0.5,500,40.53
2025/03/21-03:12:30,-999,-90,3946,411,-153,-2445,360,-201,-239,24.94,996.77,0.46,500,41.78
2025/03/21-03:13:00,-1094,365,4191,476,-461,2543,226,-181,-86,24.86,996.93,0.48,500,41.89
2025/03/21-03:13:30,-1871,-132,4331,417,357,-2239,256,-209,-129,25.08,996.96,0.46,500,39.96
2025/03/21-03:14:00,467,-193,4527,74,-258,1398,266,-172,-227,25.15,996.96,0.47,500,41.01
2025/03/21-03:14:30,1886,-487,3937,-315,460,-585,233,-172,-217,25.5,996.62,0.46,500,39.02
2025/03/21-03:15:00,-1984,-278,4468,-69,-421,-1606,276,-238,-139,24.99,996.71,0.46,500,40.19
2025/03/21-03:15:30,1308,412,4182,208,-442,1942,381,-81,-197,25.26,996.54,0.48,500,40.54
2025/03/21-03:16:00,-1617,315,4187,175,-440,1341,358,-195,-187,24.68,996.88,0.49,500,40.41
2025/03/21-03:16:30,1844,358,3988,-277,-72,1197,357,-36,-21,24.76,996.97,0.45,500,39.2
2025/03/21-03:17:00,1249,-233,4418,161,-398,2645,384,-94,-83,25.87,996.54,0.46,500,41.42
2025/03/21-03:17:30,-1975,18,4081,444,-155,1196,392,-160,-56,24.99,996.64,0.47,500,39.58
2025/03/21-03:18:00,1323,55,3849,145,-148,2190,214,-114,-172,24.85,997.0,0.45,500,41.39
2025/03/21-03:18:30,-1445,-418,4419,421,418,-1119,368,-21,-231,25.82,996.75,0.5,500,41.84
2025/03/21-03:19:00,-1470,-94,4417,387,124,-1146,269,-184,-76,25.55,996.87,0.49,500,41.95
2025/03/21-03:19:30,1380,-44,4595,-403,-156,-493,396,-95,-66,24.76,996.52,0.45,500,40.5
2025/03/21-03:20:00,-1730,150,4350,392,-170,2002,268,-98,-250,24.59,996.58,0.48,500,40.59
2025/03/21-03:20:30,-635,325,4579,223,-391,-1734,216,-121,-213,24.87,996.67,0.48,500,39.6
2025/03/21-03:21:00,908,-285,4113,230,-276,40,498,-138,-164,24.77,996.88,0.48,500,39.31
2025/03/21-03:21:30,76,-404,4054,-311,-226,1047,386,-192,-167,25.41,996.74,0.46,500,41.42
2025/03/21-03:22:00,965,-342,4266,79,179,291,324,-130,-233,24.98,997.0,0.46,500,40.35
2025/03/21-03:22:30,1725,-281,4090,16,345,-823,347,-239,-159,25.76,996.92,0.49,500,41.93
2025/03/21-03:23:00,-1018,308,3984,-411,191,2990,441,-194,-55,25.85,996.74,0.49,500,40.26
2025/03/21-03:23:30,-443,-386,4419,-217,16,30,265,-202,-119,25.35,996.64,0.5,500,40.44
2025/03/21-03:24:00,1356,91,4318,436,-55,2600,247,-39,-189,25.95,996.73,0.48,500,41.35
2025/03/21-03:24:30,1966,158,4221,-225,-452,2506,375,-86,-202,25.17,996.94,0.48,500,39.43
2025/03/21-03:25:00,540,-129,4299,165,-295,-1858,493,-209,-114,24.94,996.94,0.49,500,39.41
2025/03/21-03:25:30,-833,-407,4469,421,462,-1068,388,-216,-141,25.04,996.91,0.5,500,39.93
2025/03/21-03:26:00,1202,-478,4261,-259,469,-1787,458,-173,-71,25.67,996.79,0.47,500,39.3
2025/03/21-03:26:30,1561,-76,4483,286,-342,-2149,286,-50,-31,25.54,996.71,0.48,500,40.35
2025/03/21-03:27:00,-1221,-37,3837,-100,314,-2158,305,-236,-39,24.87,996.54,0.47,500,39.16
2025/03/21-03:27:30,-778,253,4225,341,-155,-1840,219,-7,-76,24.63,996.56,0.49,500,40.55
2025/03/21-03:28:00,1706,236,4424,-108,-243,-1087,367,-87,-72,24.56,996.6,0.49,500,39.62
2025/03/21-03:28:30,582,-76,4014,469,-24,-912,415,-80,-179,25.22,996.61,0.49,500,41.55
2025/03/21-03:29:00,-19,71,4091,392,303,2594,408,-136,-173,24.91,996.94,0.47,500,41.2
2025/03/21-03:29:30,114,-334,3854,-277,467,140,259,-50,-73,24.84,996.9,0.46,500,41.59
2025/03/21-03:30:00,-273,-467,4340,-219,163,343,236,-163,-134,25.17,996.64,0.47,500,39.25
2025/03/21-03:30:30,1139,275,4396,397,30,1217,361,-40,-14,25.27,996.77,0.48,500,41.2
2025/03/21-03:31:00,1850,423,4121,260,283,-1895,482,-67,-28,25.26,996.74,0.49,500,41.58
2025/03/21-03:31:30,1193,-36,4048,458,10,89,311,-95,-30,25.09,996.93,0.47,500,41.82
2025/03/21-03:32:00,428,455,3995,-271,227,-2804,287,-2,-211,25.49,996.95,0.48,500,41.02
2025/03/21-03:32:30,-913,340,4148,-346,-238,2090,230,-76,-214,25.4,996.64,0.49,500,39.71
2025/03/21-03:33:00,-29,-364,4353,94,39,639,312,-123,-105,25.51,996.95,0.46,500,39.62
2025/03/21-03:33:30,1848,9,3967,-481,72,-1890,338,-54,-98,25.8,996.66,0.47,500,39.26
2025/03/21-03:34:00,571,-313,4178,212,5,-2710,239,-56,-39,25.15,996.92,0.47,500,41.25
2025/03/21-03:34:30,298,-498,4016,-77,208,-1838,322,-96,-151,25.08,996.51,0.46,500,40.2
2025/03/21-03:35:00,-43,108,4033,450,461,-2913,411,-23,-87,24.61,996.68,0.47,500,40.16
2025/03/21-03:35:30,-1429,-56,3958,-394,-399,-2124,442,-33,-22,25.98,996.52,0.48,500,41.15
2025/03/21-03:36:00,329,-319,4276,65,211,-1251,315,-23,-26,24.52,996.87,0.46,500,39.75
2025/03/21-03:36:30,1183,-235,4105,-399,240,2613,309,-133,-130,24.87,996.5,0.47,500,40.87
2025/03/21-03:37:00,-1518,108,4517,412,170,2829,285,-130,-241,24.8,996.89,0.48,500,40.09
2025/03/21-03:37:30,1924,228,4357,226,-448,-954,401,-61,-99,25.05,996.55,0.47,500,40.64
2025/03/21-03:38:00,-1825,-208,4357,-492,-69,397,253,-1,-203,25.58,996.74,0.46,500,40.63
2025/03/21-03:38:30,942,487,4355,42,169,2518,368,-182,-83,25.44,996.63,0.48,500,39.24
2025/03/21-03:39:00,-606,25,3983,128,-469,-2158,493,-27,-155,25.67,996.7,0.48,500,39.81
2025/03/21-03:39:30,1921,-438,4418,-357,135,-1686,252,-102,-249,25.11,996.78,0.48,500,41.31
2025/03/21-03:40:00,-87,300,4360,252,68,-1316,267,-234,-130,24.95,996.9,0.47,500,40.03
2025/03/21-03:40:30,-287,384,4388,185,-420,-1520,215,-104,-132,25.7,996.97,0.49,500,40.03
2025/03/21-03:41:00,33,-482,4144,-12,-461,-581,325,-41,-2,24.77,996.56,0.49,500,40.89
2025/03/21-03:41:30,1168,241,4051,451,-478,-1910,471,-75,-105,25.71,996.96,0.48,500,39.73
2025/03/21-03:42:00,-56,329,4230,-366,-491,0,476,-122,-161,24.72,997.0,0.49,500,40.62
2025/03/21-03:42:30,-1572,-49,4380,422,-258,-1378,441,-231,-27,24.76,996.53,0.47,500,39.8
2025/03/21-03:43:00,-1526,372,4229,419,-445,703,399,-40,-243,25.82,996.94,0.47,500,40.18
2025/03/21-03:43:30,704,-310,3951,488,-328,987,331,-178,-21,24.55,996.85,0.49,500,39.25
2025/03/21-03:44:00,-731,-22,4160,48,-106,-525,336,-239,-218,25.42,996.82,0.46,500,40.05
2025/03/21-03:44:30,829,-19,3860,284,174,340,208,-247,-134,24.62,996.9,0.48,500,39.69
2025/03/21-03:45:00,-249,64,3932,232,444,2644,392,-250,-43,24.92,996.88,0.47,500,42.0
2025/03/21-03:45:30,-1859,110,4591,95,-78,2171,445,-68,-60,24.56,996.7,0.47,500,39.85
2025/03/21-03:46:00,1877,86,4371,-219,-231,-1156,321,-53,-25,24.65,996.79,0.47,500,41.28
2025/03/21-03:46:30,-210,-253,4289,222,346,781,246,-51,-163,25.19,996.57,0.48,500,41.47
2025/03/21-03:47:00,336,308,3822,159,-163,-1228,323,-181,-248,24.9,996.99,0.49,500,40.55
2025/03/21-03:47:30,114,166,4244,448,415,1194,404,-46,-174,25.01,996.59,0.49,500,39.72
2025/03/21-03:48:00,-1512,451,4371,406,360,-1682,494,-110,-106,24.71,996.83,0.47,500,39.31
2025/03/21-03:48:30,1455,-261,4146,-189,-127,-2424,382,-220,-176,24.78,996.56,0.49,500,39.31
2025/03/21-03:49:00,-4,-256,4236,218,-239,-1871,242,-150,-169,25.78,996.72,0.48,500,40.29
2025/03/21-03:49:30,482,220,3977,432,120,538,321,-89,-202,25.63,996.94,0.5,500,41.12
2025/03/21-03:50:00,658,57,3957,56,12,-994,237,-53,-229,25.45,996.89,0.5,500,39.55
2025/03/21-03:50:30,1680,-306,4320,-428,203,-1228,434,-69,-89,24.68,996.7,0.47,500,41.82
2025/03/21-03:51:00,714,-56,4402,-311,337,-2367,266,-31,-235,25.4,996.51,0.46,500,40.93
2025/03/21-03:51:30,-198,499,4561,298,-59,1436,398,-244,-181,24.61,996.53,0.5,500,39.4
2025/03/21-03:52:00,-222,-199,3871,-65,-224,953,456,-186,-11,25.12,996.69,0.49,500,41.36
2025/03/21-03:52:30,-16,173,3944,-462,476,-1213,246,-1,-104,25.72,996.68,0.47,500,39.25
2025/03/21-03:53:00,-972,-41,4144,248,-346,1486,205,-134,-32,25.54,996.75,0.46,500,40.29
2025/03/21-03:53:30,-771,-341,4345,-412,399,-2036,269,-239,-73,25.36,996.92,0.48,500,39.01
2025/03/21-03:54:00,835,-150,3907,-70,5,1981,317,-96,-14,25.9,996.62,0.49,500,39.78
2025/03/21-03:54:30,1496,333,4290,449,492,2694,399,-217,-149,24.57,996.92,0.48,500,41.51
2025/03/21-03:55:00,1145,-338,4237,-282,-369,2470,396,-107,-147,24.79,996.51,0.5,500,39.34
2025/03/21-03:55:30,1284,363,4592,-29,280,630,374,-68,-31,25.13,997.0,0.48,500,41.26
2025/03/21-03:56:00,-485,349,3885,31,496,-1642,293,-122,-176,25.32,996.81,0.46,500,41.74
2025/03/21-03:56:30,-644,289,4249,490,-351,-2364,206,-180,-36,25.81,996.74,0.47,500,39.13
2025/03/21-03:57:00,1188,439,4036,381,-299,2426,378,-84,-116,24.78,996.89,0.49,500,39.2
2025/03/21-03:57:30,-1804,-210,3804,216,-47,-1656,446,-191,-25,24.58,996.88,0.46,500,39.35
2025/03/21-03:58:00,510,401,4089,-407,31,-2119,211,-47,-134,25.4,996.99,0.46,500,40.3
2025/03/21-03:58:30,-811,313,4355,-205,248,217,352,-65,-56,25.52,996.83,0.49,500,41.55
2025/03/21-03:59:00,1177,150,4247,254,43,-1707,217,-6,-135,24.89,996.91,0.49,500,40.82
2025/03/21-03:59:30,1763,190,4021,360,162,-1294,347,-134,-33,25.05,996.84,0.45,500,39.23
2025/03/21-04:00:00,1219,-154,4243,476,223,-743,362,-149,-66,24.73,996.53,0.46,500,39.47
2025/03/21-04:00:30,-1202,241,3954,12,-206,-2452,446,-141,-77,24.78,996.83,0.49,500,41.62
2025/03/21-04:01:00,-1368,308,3876,1,242,-1179,399,-21,-224,24.76,996.57,0.47,500,40.32
2025/03/21-04:01:30,1694,-372,4295,-41,-129,2072,325,-105,-163,25.34,996.92,0.46,500,39.39
2025/03/21-04:02:00,-1461,207,4467,420,-451,2453,391,-59,-161,24.59,996.68,0.46,500,39.29
2025/03/21-04:02:30,1083,220,4123,-460,278,-1692,226,-218,-113,25.91,996.65,0.46,500,40.18
2025/03/21-04:03:00,-1870,-377,4549,189,34,-1704,388,-69,-186,25.7,996.63,0.47,500,40.05
2025/03/21-04:03:30,-1579,-160,4487,243,-210,-1822,202,-184,-183,25.11,996.62,0.46,500,39.22
2025/03/21-04:04:00,1847,199,4256,60,-113,2212,243,-29,-95,25.35,996.82,0.46,500,40.27
2025/03/21-04:04:30,-843,378,4327,437,-45,1303,258,-41,-154,25.72,996.67,0.49,500,41.56
2025/03/21-04:05:00,-196,43,3879,6,-70,668,408,-202,-250,24.89,996.67,0.49,500,40.78
2025/03/21-04:05:30,1361,-294,4504,414,160,2409,205,-178,-92,25.59,996.83,0.45,500,40.9
2025/03/21-04:06:00,-739,474,4185,-97,-474,-1833,416,-159,-204,25.15,996.67,0.5,500,41.5
2025/03/21-04:06:30,-520,450,3871,437,-246,-2714,365,-85,-126,25.95,996.68,0.47,500,40.05
2025/03/21-04:07:00,303,429,4031,-134,367,2897,379,-206,-103,24.64,996.64,0.49,500,39.43
2025/03/21-04:07:30,-693,-162,4439,-437,493,-2589,312,-138,-138,25.97,996.61,0.46,500,40.63
2025/03/21-04:08:00,-356,309,4251,466,304,855,464,-166,-114,25.94,996.9,0.46,500,40.25
2025/03/21-04:08:30,197,-18,4253,-106,41,-1191,249,-183,-18,25.73,996.75,0.49,500,40.64
2025/03/21-04:09:00,-995,375,4250,-100,-247,-406,240,-74,-177,25.0,996.97,0.46,500,39.67
